feed_material_id,target_property,target_concept_id,target_label,status,reviewer,review_date,evidence,rationale,rule_id
AOM_002079,aom:processingMethod,AOM_101071,Drying,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-DRIED
AOM_002079,aom:processingMethod,AOM_101089,Boiling,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-BOILED
AOM_002079,aom:processingMethod,AOM_101095,Grinding,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-GROUND
AOM_002083,aom:ingredientPart,AOM_101026,Cob,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-COB
AOM_002083,aom:processingMethod,AOM_000831,Ensiling,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-ENSILED
AOM_002083,aom:processingMethod,AOM_101101,Urea treatment,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-UREA_TREATED
AOM_002084,aom:ingredientPart,AOM_101106,Straw,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-STRAW
AOM_002086,aom:processingMethod,AOM_101071,Drying,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-DRIED
AOM_002086,aom:processingMethod,AOM_101095,Grinding,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-GROUND
AOM_002087,aom:ingredientPart,AOM_101035,Pod,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-POD
AOM_002087,aom:processingMethod,AOM_101095,Grinding,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-GROUND
AOM_002088,aom:ingredientPart,AOM_101035,Pod,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-POD
AOM_002089,aom:ingredientPart,AOM_101035,Pod,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-POD
AOM_002089,aom:processingMethod,AOM_101071,Drying,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-DRIED
AOM_002090,aom:ingredientPart,AOM_101033,Leaf,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_002092,aom:ingredientPart,AOM_101033,Leaf,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_002093,aom:ingredientPart,AOM_101033,Leaf,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_002093,aom:processingMethod,AOM_101071,Drying,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-DRIED
AOM_002093,aom:processingMethod,AOM_101095,Grinding,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-GROUND
AOM_002100,aom:ingredientPart,AOM_101033,Leaf,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_002103,aom:processingMethod,AOM_101095,Grinding,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-GROUND
AOM_002104,aom:ingredientPart,AOM_101032,Kernel,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-KERNEL
AOM_002104,aom:processingMethod,AOM_101095,Grinding,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-GROUND
AOM_002105,aom:ingredientPart,AOM_101032,Kernel,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-KERNEL
AOM_002105,aom:processingMethod,AOM_101071,Drying,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-DRIED
AOM_002105,aom:processingMethod,AOM_101094,Fermentation,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-FERMENTED
AOM_002105,aom:processingMethod,AOM_101095,Grinding,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-GROUND
AOM_002108,aom:processingMethod,AOM_101090,Cracking,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-CRACKED
AOM_002112,aom:ingredientPart,AOM_101034,Peel,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-PEEL
AOM_002114,aom:ingredientPart,AOM_101104,Bran,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-BRAN
AOM_002116,aom:ingredientPart,AOM_101074,Grain,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-GRAIN
AOM_002117,aom:ingredientPart,AOM_101106,Straw,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-STRAW
AOM_002117,aom:processingMethod,AOM_101071,Drying,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-DRIED
AOM_002117,aom:processingMethod,AOM_101087,Alkali treatment,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-ALKALI_TREATED
AOM_002118,aom:processingMethod,AOM_000831,Ensiling,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-ENSILED
AOM_002119,aom:processingMethod,AOM_101091,Crushing,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-CRUSHED
AOM_002121,aom:processingMethod,AOM_101069,Defatting,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-DEFATTED
AOM_002121,aom:processingMethod,AOM_101091,Crushing,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-CRUSHED
AOM_002121,aom:processingMethod,AOM_101096,Heating,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-HEATED
AOM_002122,aom:processingMethod,AOM_101069,Defatting,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-DEFATTED
AOM_002122,aom:processingMethod,AOM_101071,Drying,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-DRIED
AOM_002122,aom:processingMethod,AOM_101091,Crushing,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-CRUSHED
AOM_002122,aom:processingMethod,AOM_101093,Extrusion,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-EXTRUDED
AOM_002122,aom:processingMethod,AOM_101095,Grinding,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-GROUND
AOM_002122,aom:processingMethod,AOM_101096,Heating,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-HEATED
AOM_002123,aom:processingMethod,AOM_101071,Drying,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-DRIED
AOM_002124,aom:processingMethod,AOM_101091,Crushing,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-CRUSHED
AOM_002125,aom:ingredientPart,AOM_101074,Grain,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-GRAIN
AOM_002125,aom:processingMethod,AOM_101071,Drying,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-DRIED
AOM_002125,aom:processingMethod,AOM_101099,Soaking,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-SOAKED
AOM_002126,aom:ingredientPart,AOM_101074,Grain,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-GRAIN
AOM_002126,aom:processingMethod,AOM_101071,Drying,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-DRIED
AOM_002126,aom:processingMethod,AOM_101099,Soaking,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-SOAKED
AOM_002128,aom:ingredientPart,AOM_101038,Seed,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_002128,aom:processingMethod,AOM_101071,Drying,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-DRIED
AOM_002128,aom:processingMethod,AOM_101095,Grinding,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-GROUND
AOM_002128,aom:processingMethod,AOM_101099,Soaking,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-SOAKED
AOM_002129,aom:processingMethod,AOM_101095,Grinding,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-GROUND
AOM_002130,aom:processingMethod,AOM_101095,Grinding,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-GROUND
AOM_002131,aom:processingMethod,AOM_101071,Drying,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-DRIED
AOM_002131,aom:processingMethod,AOM_101094,Fermentation,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-FERMENTED
AOM_002131,aom:processingMethod,AOM_101095,Grinding,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-GROUND
AOM_002133,aom:processingMethod,AOM_101069,Defatting,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-DEFATTED
AOM_002133,aom:processingMethod,AOM_101095,Grinding,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-GROUND
AOM_002134,aom:processingMethod,AOM_101095,Grinding,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-GROUND
AOM_002151,aom:ingredientPart,AOM_101035,Pod,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-POD
AOM_002168,aom:ingredientPart,AOM_101033,Leaf,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_002169,aom:ingredientPart,AOM_101033,Leaf,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_002190,aom:ingredientPart,AOM_101033,Leaf,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_002191,aom:ingredientPart,AOM_101040,Shell,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SHELL
AOM_002191,aom:processingMethod,AOM_101095,Grinding,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-GROUND
AOM_002202,aom:ingredientPart,AOM_101033,Leaf,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_002203,aom:ingredientPart,AOM_101035,Pod,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-POD
AOM_002207,aom:ingredientPart,AOM_101033,Leaf,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_002208,aom:ingredientPart,AOM_101038,Seed,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_002209,aom:ingredientPart,AOM_101038,Seed,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_002215,aom:ingredientPart,AOM_101038,Seed,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_002219,aom:processingMethod,AOM_101102,Wilting,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-WILTED
AOM_002225,aom:ingredientPart,AOM_101040,Shell,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SHELL
AOM_002231,aom:ingredientPart,AOM_101033,Leaf,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_002232,aom:ingredientPart,AOM_101033,Leaf,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_002233,aom:ingredientPart,AOM_101031,Husk,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-HUSK
AOM_002233,aom:ingredientPart,AOM_101038,Seed,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_002236,aom:ingredientPart,AOM_101033,Leaf,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_002240,aom:processingMethod,AOM_101095,Grinding,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-GROUND
AOM_002242,aom:processingMethod,AOM_000831,Ensiling,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-ENSILED
AOM_002244,aom:processingMethod,AOM_000831,Ensiling,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-ENSILED
AOM_002245,aom:processingMethod,AOM_000831,Ensiling,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-ENSILED
AOM_002249,aom:ingredientPart,AOM_101040,Shell,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SHELL
AOM_002251,aom:ingredientPart,AOM_101033,Leaf,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_002339,aom:ingredientPart,AOM_101031,Husk,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-HUSK
AOM_002344,aom:ingredientPart,AOM_101034,Peel,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-PEEL
AOM_002345,aom:ingredientPart,AOM_101033,Leaf,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_002346,aom:ingredientPart,AOM_101038,Seed,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_002346,aom:processingMethod,AOM_101095,Grinding,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-GROUND
AOM_002347,aom:ingredientPart,AOM_101033,Leaf,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_002348,aom:ingredientPart,AOM_101033,Leaf,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_002353,aom:processingMethod,AOM_101095,Grinding,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-GROUND
AOM_003080,aom:ingredientPart,AOM_101038,Seed,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-SEED
AOM_003082,aom:ingredientPart,AOM_101033,Leaf,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_003083,aom:ingredientPart,AOM_101033,Leaf,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_003102,aom:ingredientPart,AOM_101106,Straw,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-STRAW
AOM_003106,aom:ingredientPart,AOM_101033,Leaf,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_003201,aom:physicalForm,AOM_101049,Block form,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,FORM-BLOCK
AOM_003266,aom:ingredientPart,AOM_101037,Root,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-ROOT
AOM_003275,aom:ingredientPart,AOM_101033,Leaf,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_003492,aom:ingredientPart,AOM_101033,Leaf,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_003545,aom:ingredientPart,AOM_101033,Leaf,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_003549,aom:ingredientPart,AOM_101033,Leaf,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_003553,aom:ingredientPart,AOM_101033,Leaf,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_003558,aom:ingredientPart,AOM_101033,Leaf,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_003565,aom:ingredientPart,AOM_101074,Grain,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-GRAIN
AOM_003582,aom:ingredientPart,AOM_101033,Leaf,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_003668,aom:ingredientPart,AOM_101033,Leaf,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_003683,aom:ingredientPart,AOM_101033,Leaf,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_003690,aom:processingMethod,AOM_101095,Grinding,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-GROUND
AOM_003691,aom:ingredientPart,AOM_101033,Leaf,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_003692,aom:ingredientPart,AOM_101106,Straw,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-STRAW
AOM_003692,aom:processingMethod,AOM_101097,Molasses treatment,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-MOLASSES_TREATED
AOM_003703,aom:ingredientPart,AOM_101033,Leaf,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-LEAF
AOM_003815,aom:processingMethod,AOM_101095,Grinding,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,PROCESS-GROUND
AOM_003853,aom:ingredientPart,AOM_101107,Vine,approved-generated,Pete Steward,2026-08-05,data/livestock-staging/approved_ingredient_harmonization_rules.csv,Generated from approved rule under recorded guard; legacy material identity preserved.,COMPONENT-VINE
